pid1,no,pid2,id,distance
BV10527872,7,BV10527868,591
BV10527868,8,BV10527873,592
BV10527873,9,BV10527871,593
BV10527871,10,BV10895876,594
BV10895876,11,BV10527878,595
BV10527878,12,BV10527877,596
BV10527877,13,BV10527880,597
BV10527880,14,BV10527867,598
BV10527867,15,BV10527881,599
BV10527881,16,BV10527874,600
BV10527874,17,BV10527875,601
BV10527875,18,BV10249884,602
BV10249884,19,BV10244305,603
BV10244305,20,BV10793830,604
BV10793830,21,BV10793829,605
BV10793829,22,BV10249923,606
BV10249923,23,BV10245836,607
BV10245836,24,BV10879919,608
BV10879919,25,BV10249965,609
BV10249965,26,BV10245558,610
BV10602481,1,BV10249901,611
BV10249901,2,BV10602479,612
BV10602479,3,BV10249902,613
BV10249902,4,BV10249903,614
BV10249903,5,BV10243793,615
BV10243793,6,BV10602474,616
BV10602474,7,BV10249904,617
BV10249904,8,BV10602478,618
BV10602478,9,BV10249928,619
BV10249928,10,BV10243496,620
BV10243496,11,BV10585815,621
BV10585815,12,BV10243850,622
BV10243850,13,BV10602483,623
BV10602483,14,BV10249907,624
BV10249907,15,BV10243619,625
BV10243619,16,BV10249908,626
BV10249908,17,BV10602476,627
BV10602476,18,BV10243650,628
BV10243650,19,BV10249910,629
BV10249910,20,BV10602475,630
BV10602475,21,BV10245836,631
BV10245836,22,BV10447622,632
BV10447622,23,BV10602482,633
BV10602482,24,BV10602477,634
BV10602477,25,BV10246144,635
BV10246144,26,BV10249913,636
BV10724147,1,BV11291532,637
BV11291532,2,BV11291531,638
BV11291531,3,BV11291533,639
BV11291533,4,BV11291529,640
BV11291529,5,BV10724148,641
BV10724148,6,BV11291534,642
BV11291534,7,BV11291530,643
BV11291530,8,BV10724144,644
BV10724144,9,BV11291528,645
BV11291528,10,BV10729670,646
BV10729670,11,BV10447621,647
BV10447621,12,BV10447620,648
BV10447620,13,BV10447625,649
BV10447625,14,BV10249928,650
BV10249928,15,BV10249927,651
BV10249927,16,BV10249926,652
BV10249926,17,BV10447619,653
BV10447619,18,BV10447624,654
BV10447624,19,BV10447616,655
BV10447616,20,BV10243815,656
BV10243815,21,BV10447623,657
BV10447623,22,BV10249923,658
BV10249923,23,BV10447617,659
BV10447617,24,BV10447622,660
BV10447622,25,BV10249922,661
BV10249922,26,BV10249921,662
BV10249921,27,BV10738554,663
BV10738554,28,BV10243878,664
BV10243878,29,BV10447615,665
BV10447615,30,BV10447618,666
BV10447618,31,BV10447626,667
BV10672433,1,BV10672444,668
BV10672444,2,BV10672440,669
BV10672440,3,BV10672443,670
BV10672443,4,BV10672432,671
BV10672432,5,BV10895880,672
BV10895880,6,BV10672446,673
BV10672446,7,BV10672437,674
BV10672437,8,BV10672442,675
BV10672442,9,BV10672435,676
BV10672435,10,BV10672431,677
BV10672431,11,BV10672439,678
BV10672439,12,BV10672436,679
BV10672436,13,BV10249939,680
BV10249939,14,BV10672441,681
BV10672441,15,BV10700463,682
BV10700463,16,BV10672445,683
BV10672445,17,BV10447623,684
BV10447623,18,BV10672438,685
BV10672438,19,BV10249966,686
BV10249966,20,BV10243519,687
BV10243519,21,BV10249907,688
BV10249907,22,BV10243512,689
BV10527861,1,BV10242465,690
BV10242465,2,BV10527863,691
BV10527863,3,BV10527866,692
BV10527866,4,BV10729454,693
BV10729454,5,BV10527860,694
BV10527860,6,BV10527858,695
BV10527858,7,BV10249452,696
BV10249452,8,BV10680166,697
BV10680166,9,BV10527864,698
BV10527864,10,BV10527859,699
BV10527859,11,BV10527865,700
BV10527865,12,BV10249931,701
BV10249931,13,BV10244676,702
BV10244676,14,BV10249990,703
BV10249990,15,BV10729670,704
BV10729670,16,BV10249928,705
BV10249928,17,BV10249929,706
BV10680166,1,BV10861135,707
BV10861135,2,BV10996669,708
BV10996669,3,BV10996657,709
BV10996657,4,BV10861136,710
